"file","caption","alt_text","category","png_time","StartTime"
"bio1_sizeatage.png","Length at age in the beginning of the year (or season) in the ending year of the model. Shaded area indicates 95% distribution of length at age around estimated growth curve.",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio2_sizeatage_plus_CV_and_SD.png","Length at age (top-left panel) with CV (thick line) and SD (thin line) of length at age shown in top-right and lower-left panels",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio3_sizeatage_plus_WT_and_MAT.png","Length at age (top-left panel) with weight (thick line) and maturity (thin line) shown in top-right and lower-left panels",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_1.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_2.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_3.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_4.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_5.png","Distribution of length at age for seas: 2 sub_seas: 1 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_6.png","Distribution of length at age for seas: 2 sub_seas: 1 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_7.png","Distribution of length at age for seas: 2 sub_seas: 2 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_8.png","Distribution of length at age for seas: 2 sub_seas: 2 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_9.png","Distribution of length at age for seas: 3 sub_seas: 1 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_10.png","Distribution of length at age for seas: 3 sub_seas: 1 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_11.png","Distribution of length at age for seas: 3 sub_seas: 2 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_12.png","Distribution of length at age for seas: 3 sub_seas: 2 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_13.png","Distribution of length at age for seas: 4 sub_seas: 1 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_14.png","Distribution of length at age for seas: 4 sub_seas: 1 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_15.png","Distribution of length at age for seas: 4 sub_seas: 2 morph: 1",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio1B_len_at_age_matrix_16.png","Distribution of length at age for seas: 4 sub_seas: 2 morph: 2",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio5_weightatsize.png","Weight-length relationship",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio6_maturity.png","Maturity at length",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio7_fecundity.png","Fecundity",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio8_fecundity_wt.png","Fecundity as a function of weight",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio9_fecundity_len.png","Fecundity as a function of length",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel02_multiple_fleets_age1.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel03_len_timevary_surf_flt1sex1.png","Surface plot of Time-varying selectivity for SEINE",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel04_len_timevary_contour_flt1sex1.png","Countour plot of Time-varying selectivity for SEINE",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel09_len_flt1sex1.png","Ending year selectivity for SEINE",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel09_len_flt2sex1.png","Ending year selectivity for ECOCADIZ",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel09_len_flt3sex1.png","Ending year selectivity for PELAGO",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel09_len_flt4sex1.png","Ending year selectivity for ECORECLUTAS",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for SEINE",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for ECOCADIZ",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel21_agelen_contour_flt3sex1.png","Ending year selectivity and growth for PELAGO",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"sel21_agelen_contour_flt4sex1.png","Ending year selectivity and growth for ECORECLUTAS",NA,"Sel",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png","Spawning biomass (mt) with ~95% asymptotic intervals",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: B/StartYr_Biomass",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts9_Relative_spawning_biomass_intervals.png","Relative spawning biomass: B/StartYr_Biomass with ~95% asymptotic intervals",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts3_Total_biomass_(mt)_at_beginning_of_season_1.png","Total biomass (mt) at beginning of season 1",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts6_Summary_biomass_(mt)_at_beginning_of_season_1.png","Summary biomass (mt) at beginning of season 1",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts14_Age-0_recruits_(1000s)_by_birth_season.png","Age-0 recruits (1,000s) by birth season",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts15_Fraction_of_total_Age-0_recruits_by_birth_season.png","Fraction of total Age-0 recruits by birth season",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning biomass (mt) in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals",NA,"RecDev",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.",NA,"RecDev",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1972.5   #_last_early_yr_nobias_adj_in_MPD 
1989.1   #_first_yr_fullbias_adj_in_MPD 
2022.9   #_last_yr_fullbias_adj_in_MPD 
2024.1   #_first_recent_yr_nobias_adj_in_MPD 
0.9901  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>",NA,"RecDev",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"catch1 landings.png","landings",NA,"Catch",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"catch3 observed and expected landings (if different).png","observed and expected landings (if different)",NA,"Catch",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"catch10 landings aggregated across seasons.png"," landings aggregated across seasons",NA,"Catch",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SPR1_series.png","Timeseries of SPR",NA,"SPR",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: 1-SPR",NA,"SPR",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.976. ",NA,"SPR",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index1_cpuedata_ECOCADIZ.png","Index data for ECOCADIZ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index2_cpuefit_ECOCADIZ.png","Fit to index data for ECOCADIZ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index3_obs_vs_exp_ECOCADIZ.png","Observed vs. expected index values with smoother for ECOCADIZ",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index4_logcpuedata_ECOCADIZ.png","Log index data for ECOCADIZ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index5_logcpuefit_ECOCADIZ.png","Fit to log index data on log scale for ECOCADIZ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index6_log_obs_vs_exp_ECOCADIZ.png","log(observed) vs. log(expected) index values with smoother for ECOCADIZ",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index10_resids_SE_total_ECOCADIZ.png","Residuals of fit to index for ECOCADIZ.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index12_resids_SE_total_ECOCADIZ.png","Deviations for fit to index for ECOCADIZ.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index1_cpuedata_PELAGO.png","Index data for PELAGO. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index2_cpuefit_PELAGO.png","Fit to index data for PELAGO. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index3_obs_vs_exp_PELAGO.png","Observed vs. expected index values with smoother for PELAGO",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index4_logcpuedata_PELAGO.png","Log index data for PELAGO. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index5_logcpuefit_PELAGO.png","Fit to log index data on log scale for PELAGO. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index6_log_obs_vs_exp_PELAGO.png","log(observed) vs. log(expected) index values with smoother for PELAGO",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index10_resids_SE_total_PELAGO.png","Residuals of fit to index for PELAGO.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index12_resids_SE_total_PELAGO.png","Deviations for fit to index for PELAGO.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index1_cpuedata_ECORECLUTAS.png","Index data for ECORECLUTAS. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index2_cpuefit_ECORECLUTAS.png","Fit to index data for ECORECLUTAS. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
"index3_obs_vs_exp_ECORECLUTAS.png","Observed vs. expected index values with smoother for ECORECLUTAS",NA,"Index",2024-06-29 12:39:35.819108,"StartTime: Fri Jun 28 13:18:02 2024"
